Unnamed: 0	year	title	abstract	Targeted organisms	Technical target	Methods	Topics	_title_key	microbial_related_auto	microbial_related_manual
10734	2025	Resolving misconceptions and constraints in growth-coupled bioproduction.						resolving misconceptions and constraints in growth-coupled bioproduction.	no	
3320	2014	Functional redundancy in the nuclear compartmentalization of the late-replicating genome						functional redundancy in the nuclear compartmentalization of the late-replicating genome	no	
1134	2022	Engineering Macromolecular Trafficking Into the Citrus Vasculature	The plant vasculature is a central organ for long-distance transport of nutrients and signaling molecules that coordinate vegetative and reproductive processes, and adaptation response mechanisms to biotic and abiotic stress. In angiosperms, the sieve elements are devoid of nuclei, thus depending on the companion cells for the synthesis of RNA and proteins, which constitute some of the systemic signals that coordinate these processes. Massive analysis approaches have identified proteins and RNAs that could function as long-range signals in the phloem translocation stream. The selective translocation of such molecules could occur as ribonucleoprotein complexes. A key molecule facilitating this movement in Cucurbitaceae is the phloem protein CmPP16, which can facilitate the movement of RNA and other proteins into the sieve tube. The CmPP16 ortholog in Citrus CsPP16 was characterized in silico to determine its potential capacity to associate with other mobile proteins and its enrichment in the vascular tissue. The systemic nature of CsPP16 was approached by evaluating its capacity to provide phloem-mobile properties to antimicrobial peptides (AMPs), important in the innate immune defense. The engineering of macromolecular trafficking in the vasculature demonstrated the capacity to mobilize translationally fused peptides into the phloem stream for long-distance transport. The translocation into the phloem of AMPs could mitigate the growth of Candidatus Liberibacter asiaticus, with important implications for crop defense; this system also opens the possibility of translocating other molecules to modulate traits, such as plant growth, defense, and plant productivity.		Functional analysis, AMR		Ecosystem Dynamics & Biodiversity, Health & Disease	engineering macromolecular trafficking into the citrus vasculature	yes	
1352	2023	A hybrid receptor binding protein enables phage F341 infection of Campylobacter by binding to flagella and lipooligosaccharides	Flagellotropic bacteriophages are interesting candidates as therapeutics against pathogenic bacteria dependent on flagellar motility for colonization and causing disease. Yet, phage resistance other than loss of motility has been scarcely studied. Here we developed a soft agar assay to study flagellotropic phage F341 resistance in motile Campylobacter jejuni. We found that phage adsorption was prevented by diverse genetic mutations in the lipooligosaccharides forming the secondary receptor of phage F341. Genome sequencing showed phage F341 belongs to the Fletchervirus genus otherwise comprising capsular-dependent C. jejuni phages. Interestingly, phage F341 encodes a hybrid receptor binding protein (RBP) predicted as a short tail fiber showing partial similarity to RBP1 encoded by capsular-dependent Fletchervirus, but with a receptor binding domain similar to tail fiber protein H of C. jejuni CJIE1 prophages. Thus, C. jejuni prophages may represent a genetic pool from where lytic Fletchervirus phages can acquire new traits like recognition of new receptors.	Bacteria, Virus, Pathogen	AMR	(Meta)genomics	Health & Disease	a hybrid receptor binding protein enables phage f341 infection of campylobacter by binding to flagella and lipooligosaccharides	yes	
2079	2020	Differentially Regulated Transcription Factors and ABC Transporters in a Mitochondrial Dynamics Mutant Can Alter Azole Susceptibility of Aspergillus fumigatus	Azole resistance of the fungal pathogen Aspergillus fumigatus is an emerging problem. To identify novel mechanisms that could mediate azole resistance in A. fumigatus, we analyzed the transcriptome of a mitochondrial fission/fusion mutant that exhibits increased azole tolerance. Approximately 12% of the annotated genes are differentially regulated in this strain. This comprises upregulation of Cyp51A, the azole target structure, upregulation of ATP-binding cassette (ABC) superfamily and major facilitator superfamily (MFS) transporters and differential regulation of transcription factors. To study their impact on azole tolerance, conditional mutants were constructed of seven ABC transporters and 17 transcription factors. Under repressed conditions, growth rates and azole susceptibility of the mutants were similar to wild type. Under induced conditions, several transcription factor mutants showed growth phenotypes. In addition, four ABC transporter mutants and seven transcription factor mutants exhibited altered azole susceptibility. However, deletion of individual identified ABC transporters and transcription factors did not affect the increased azole tolerance of the fission/fusion mutant. Our results revealed the ability of multiple ABC transporters and transcription factors to modulate the azole susceptibility of A. fumigatus and support a model where mitochondrial dysfunctions trigger a drug resistance network that mediates azole tolerance of this mold.	Pathogen	Functional analysis, AMR	(Meta)transcriptomics	Health & Disease	differentially regulated transcription factors and abc transporters in a mitochondrial dynamics mutant can alter azole susceptibility of aspergillus fumigatus	yes	
18	2025	Environmental monitoring and equipment sanitation to mitigate Listeria risks in a soil-based controlled environment agriculture system	ABSTRACT Controlled environment agriculture (CEA) offers protection from external contaminants but introduces unique food safety challenges, particularly related to equipment sanitation. This study evaluated the occurrence and persistence of Listeria monocytogenes and related species in a commercial soil-based CEA facility through a 1-year environmental monitoring program (EMP). A total of 169 samples, including baby leaves, soil, water, and swabs from equipment surfaces, were collected across three visits. L. monocytogenes was detected in only one sample (0.59% prevalence), whereas Listeria innocua was isolated from harvesting crates and structural surfaces (3/169). Molecular confirmation and characterization were conducted using PCR (hly, iap, sigB), matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS), and whole genome sequencing (WGS). To assess the potential for cross-contamination, L. innocua isolates were used for inoculation studies on reusable plastic crates. Viable cells survived up to 24 h post-inoculation despite water rinsing under 25°C and 60%–70% relative humidity. These findings suggest a low risk of L. monocytogenes contamination in this soil-based CEA system but underscore the importance of targeted sanitation, particularly for harvesting equipment, to prevent harborage and transfer of Listeria spp. IMPORTANCE Controlled environment agriculture (CEA) is a rapidly expanding approach to producing fresh food year-round with greater resource efficiency. However, it presents unique challenges for managing foodborne pathogens. This study demonstrates that in this soil-based indoor system, contamination risks persist, particularly via inadequately cleaned harvesting equipment. The boot cover finding is interpreted as an indicator of environmental contamination, but it does not constitute evidence of footwear-to-crop transfer risk. Although Listeria monocytogenes was rarely detected, related species like Listeria innocua persisted on reusable plastic crates and structural surfaces, highlighting weaknesses in current sanitation protocols. The use of boot covers as environmental monitoring tools proved valuable for detecting contamination sources. These findings underscore the need for tailored sanitation strategies and comprehensive environmental monitoring programs to enhance food safety in CEA systems and prevent pathogen harborage and spread. Controlled environment agriculture (CEA) is a rapidly expanding approach to producing fresh food year-round with greater resource efficiency. However, it presents unique challenges for managing foodborne pathogens. This study demonstrates that in this soil-based indoor system, contamination risks persist, particularly via inadequately cleaned harvesting equipment. The boot cover finding is interpreted as an indicator of environmental contamination, but it does not constitute evidence of footwear-to-crop transfer risk. Although Listeria monocytogenes was rarely detected, related species like Listeria innocua persisted on reusable plastic crates and structural surfaces, highlighting weaknesses in current sanitation protocols. The use of boot covers as environmental monitoring tools proved valuable for detecting contamination sources. These findings underscore the need for tailored sanitation strategies and comprehensive environmental monitoring programs to enhance food safety in CEA systems and prevent pathogen harborage and spread.	Pathogen	Isolate	(Meta)genomics, (Meta)proteomics	Ecosystem Dynamics & Biodiversity, Health & Disease	environmental monitoring and equipment sanitation to mitigate listeria risks in a soil-based controlled environment agriculture system	yes	
3475	2014	Minimally destructive sampling of type specimens of Pyropia (Bangiales, Rhodophyta) recovers complete plastid and mitochondrial genomes						minimally destructive sampling of type specimens of pyropia (bangiales, rhodophyta) recovers complete plastid and mitochondrial genomes	no	
490	2023	Comparative Microbiome Analysis of Three Epidemiologically Important Tick Species in Latvia	(1) Background: Amplicon-based 16S rRNA profiling is widely used to study whole communities of prokaryotes in many niches. Here, we comparatively examined the microbial composition of three tick species, Ixodes ricinus, Ixodes persulcatus and Dermacentor reticulatus, which were field-collected in Latvia. (2) Methods: Tick DNA samples were used for microbiome analysis targeting bacterial 16S rDNA using next-generation sequencing (NGS). (3) Results: The results showed significant differences in microbial species diversity and composition by tick species and life stage. A close similarity between microbiomes of I. ricinus and I. persulcatus ticks was observed, while the D. reticulatus microbiome composition appeared to be more distinct. Significant differences in alpha and beta microbial diversity were observed between Ixodes tick life stages and sexes, with lower taxa richness indexes obtained for female ticks. The Francisella genus was closely associated with D. reticulatus ticks, while endosymbionts Candidatus Midichlorii and Candidatus Lariskella were associated with I. ricinus and I. persulcatus females, respectively. In I. ricinus females, the endosymbiont load negatively correlated with the presence of the Rickettsia genus. (4) Conclusions: The results of this study revealed important associations between ticks and their microbial community and highlighted the microbiome features of three tick species in Latvia.	Bacteria, Microbiome	Community (taxonomy) profiling, Comparative analysis	Metabarcoding	Ecosystem Dynamics & Biodiversity, Health & Disease	comparative microbiome analysis of three epidemiologically important tick species in latvia	yes	
4856	2011	Conveyor: a worko w engine for bioinformatic analyses						conveyor: a worko w engine for bioinformatic analyses	no	
8105	2019	A Galaxy-based training resource for single-cell RNA-sequencing quality control and analyses						a galaxy-based training resource for single-cell rna-sequencing quality control and analyses	no	
1348	2023	Identification of two putative novel deltapartitiviruses and an enamovirus in coriander transcriptomes		Virus		(Meta)transcriptomics		identification of two putative novel deltapartitiviruses and an enamovirus in coriander transcriptomes	yes	
5317	2016	Widespread recovery of methylation at gametic imprints in hypomethylated mouse stem cells following rescue with DNMT3A2						widespread recovery of methylation at gametic imprints in hypomethylated mouse stem cells following rescue with dnmt3a2	no	
1437	2023	Population genomics-guided engineering of phenazine biosynthesis in Pseudomonas chlororaphis	The emergence of next-generation sequencing (NGS) technologies has made it possible to not only sequence entire genomes, but also identify metabolic engineering targets across the pangenome of a microbial population. This study leverages NGS data as well as existing molecular biology and bioinformatics tools to identify and validate genomic signatures for improving phenazine biosynthesis in Pseudomonas chlororaphis. We sequenced a diverse collection of 34 Pseudomonas isolates using short- and long-read sequencing techniques and assembled whole genomes using the NGS reads. In addition, we assayed three industrially relevant phenotypes (phenazine production, biofilm formation, and growth temperature) for these isolates in two different media conditions. We then provided the whole genomes and phenazine production data to a unitig-based microbial genome-wide association study (mGWAS) tool to identify novel genomic signatures responsible for phenazine production in P. chlororaphis. Post-processing of the mGWAS analysis results yielded 330 significant hits influencing the biosynthesis of one or more phenazine compounds. Based on a quantitative metric (called the phenotype score), we elucidated the most influential hits for phenazine production and experimentally validated them in vivo in the most optimal phenazine producing strain. Two genes significantly increased phenazine-1-carboxamide (PCN) production: a histidine transporter (ProY_1), and a putative carboxypeptidase (PS__04251). A putative MarR-family transcriptional regulator decreased PCN titer when overexpressed in a high PCN producing isolate. Overall, this work seeks to demonstrate the utility of a population genomics approach as an effective strategy in enabling identification of targets for metabolic engineering of bioproduction hosts.		Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity	population genomics-guided engineering of phenazine biosynthesis in pseudomonas chlororaphis	yes	
1959	2018	A First Look at the JX Workflow Language						a first look at the jx workflow language	no	
1435	2023	Isolation and characterization of a novel Tenacibaculum species and a corresponding bacteriophage from a Mediterranean fish hatchery: Description of Tenacibaculum larymnensis sp. nov. and Tenacibaculum phage Larrie	Tenacibaculum larymnensis sp. nov., a novel species of the Tenacibaculum genus was isolated from a commercial fish hatchery in Greece. The novel species is phylogenetically close to T. discolor and was biochemically and genetically characterized. The genome of T. larymnensis has 3.66 Mbps length, 31.83% GC content and the genomic analysis demonstrated that it harbors a wide enzymatic repertoire suggestive of increased degrading capacity but also several virulence factors including hemolysins, secretion systems, transporters, siderophores, pili and extracellular proteins. Using the novel strain, a virulent bacteriophage designated as Tenacibaculum phage Larrie was isolated and characterized. Larrie is a novel Siphovirus with relatively large genome, 77.5 kbps with 111 ORFs, a GC content of 33.7% and an exclusively lytic lifestyle. The new phage-host system can serve as an efficient model to study microbial interactions in the aquatic environment which contribute to the nutrient cycling.	Bacteria, Virus	Isolate, Interactome	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease	isolation and characterization of a novel tenacibaculum species and a corresponding bacteriophage from a mediterranean fish hatchery: description of tenacibaculum larymnensis sp. nov. and tenacibaculum phage larrie	yes	
3546	2014	Targeted sequencing for gene discovery and quantification using RNA CaptureSeq						targeted sequencing for gene discovery and quantification using rna captureseq	no	
3323	2014	QDD version 3.1: a user‐friendly computer program for microsatellite selection and primer design revisited: experimental validation of variables determining genotyping success rate						qdd version 3.1: a user‐friendly computer program for microsatellite selection and primer design revisited: experimental validation of variables determining genotyping success rate	no	
4883	0	Genome analysis						genome analysis	no	
6471	2022	Acute postoperative pain and dorsal root ganglia transcriptomic signatures following total knee arthroplasty (TKA) in rats: An experimental study						acute postoperative pain and dorsal root ganglia transcriptomic signatures following total knee arthroplasty (tka) in rats: an experimental study	no	
1619	2021	Non-B DNA: a major contributor to small- and large-scale variation in nucleotide substitution frequencies across the genome						non-b dna: a major contributor to small- and large-scale variation in nucleotide substitution frequencies across the genome	no	
9154	2021	Mapping 5-Hydroxymethylcytosine (5hmC) Modifications in Skeletal Tissues Using High-Throughput Sequencing.						mapping 5-hydroxymethylcytosine (5hmc) modifications in skeletal tissues using high-throughput sequencing.	no	
3362	2014	Treatment of potato tubers with the synthetic cytokinin 1-(α-ethylbenzyl)-3-nitroguanidine results in rapid termination of endodormancy and induction of transcripts associated with cell proliferation and growth						treatment of potato tubers with the synthetic cytokinin 1-(α-ethylbenzyl)-3-nitroguanidine results in rapid termination of endodormancy and induction of transcripts associated with cell proliferation and growth	no	
10609	2019	Detection of Helicobacter pylori Microevolution and Multiple Infection, and Genomic Analysis of Helicobacter pylori Strains						detection of helicobacter pylori microevolution and multiple infection, and genomic analysis of helicobacter pylori strains	no	
9338	0	Natural variants in C. elegans atg-5 3'UTR uncover divergent effects of autophagy on polyglutamine aggregation in different tissues						natural variants in c. elegans atg-5 3'utr uncover divergent effects of autophagy on polyglutamine aggregation in different tissues	no	
7168	2021	DEVELOPMENTAL AND EVOLUTIONARY COMPARATIVE ANALYSIS OF A REGULATORY LANDSCAPE IN MAMMALS AND BIRDS						developmental and evolutionary comparative analysis of a regulatory landscape in mammals and birds	no	
9887	2025	Hairpin in a haystack: In silico identification and characterization of plant-conserved microRNA in Rafflesiaceae						hairpin in a haystack: in silico identification and characterization of plant-conserved microrna in rafflesiaceae	no	
4094	2012	Using Galaxy to Perform Large‐Scale Interactive Data Analyses						using galaxy to perform large‐scale interactive data analyses	no	
5219	2018	VDJServer: A Cloud-Based Analysis Portal and Data Commons for Immune Repertoire Sequences and Rearrangements						vdjserver: a cloud-based analysis portal and data commons for immune repertoire sequences and rearrangements	no	
8945	2017	The transcriptionally permissive chromatin state of ES cells is acutely tuned to translational output						the transcriptionally permissive chromatin state of es cells is acutely tuned to translational output	no	
4555	2016	Next-generation Sequencing Technologies, Educations, and Analysis Guidelines						next-generation sequencing technologies, educations, and analysis guidelines	no	
2651	2016	RUbioSeq+: An Application that Executes Parallelized Pipelines to Analyse Next-Generation Sequencing Data						rubioseq+: an application that executes parallelized pipelines to analyse next-generation sequencing data	no	
4188	2011	Gene network inference and visualization tools for biologists: application to new human transcriptome datasets						gene network inference and visualization tools for biologists: application to new human transcriptome datasets	no	
4715	2014	Characterisation of the transcriptome of Aphelenchoides besseyi and identification of a GHF 45 cellulase						characterisation of the transcriptome of aphelenchoides besseyi and identification of a ghf 45 cellulase	no	
2335	2017	Whole transcriptome analysis reveals dysregulated oncogenic lncRNAs in natural killer/T-cell lymphoma and establishes MIR155HG as a target of PRDM1						whole transcriptome analysis reveals dysregulated oncogenic lncrnas in natural killer/t-cell lymphoma and establishes mir155hg as a target of prdm1	no	
10774	2025	Diet composition and trophic ecology of two Antarctic storm-petrel species.						diet composition and trophic ecology of two antarctic storm-petrel species.	no	
3267	2014	Histone Methyltransferase Setd8 Represses Gata2 Expression and Regulates Erythroid Maturation						histone methyltransferase setd8 represses gata2 expression and regulates erythroid maturation	no	
9333	2022	Secondary Analysis of ChIP-SEQ Dataset and Genomic Interactions of ICER						secondary analysis of chip-seq dataset and genomic interactions of icer	no	
7972	2020	Convergence, connectivity, and continuity : topological perspectives for mining novel biological information from 'omics data						convergence, connectivity, and continuity : topological perspectives for mining novel biological information from 'omics data	no	
6923	2022	Large-scale identification of recurrent RNA edits in human embryos suggests their role in enhancing maternal mRNA clearance						large-scale identification of recurrent rna edits in human embryos suggests their role in enhancing maternal mrna clearance	no	
7962	2020	An empirical examination of sample size effects on population demographic estimates in birds using single nucleotide polymorphism (SNP) data						an empirical examination of sample size effects on population demographic estimates in birds using single nucleotide polymorphism (snp) data	no	
3091	2024	A master regulator of central carbon metabolism directly activates virulence gene expression in attaching and effacing pathogens	The ability of the attaching and effacing pathogens enterohaemorrhagic Escherichia coli (EHEC) and Citrobacter rodentium to overcome colonisation resistance is reliant on a type 3 secretion system used to intimately attach to the colonic epithelium. This crucial virulence factor is encoded on a pathogenicity island known as the Locus of Enterocyte Effacement (LEE) but its expression is regulated by several core-genome encoded transcription factors. Here, we unveil that the core transcription factor PdhR, traditionally known as a regulator of central metabolism in response to cellular pyruvate levels, is a key activator of the LEE. Through genetic and molecular analyses, we demonstrate that PdhR directly binds to a specific motif within the LEE master regulatory region, thus activating type 3 secretion directly and enhancing host cell adhesion. Deletion of pdhR in EHEC significantly impacted the transcription of hundreds of genes, with pathogenesis and protein secretion emerging as the most affected functional categories. Furthermore, in vivo studies using C. rodentium, a murine model for EHEC infection, revealed that PdhR is essential for effective host colonization and maximal LEE expression within the host. Our findings provide new insights into the complex regulatory networks governing bacterial pathogenesis. This research highlights the intricate relationship between virulence and metabolic processes in attaching and effacing pathogens, demonstrating how core transcriptional regulators can be co-opted to control virulence factor expression in tandem with the cell’s essential metabolic circuitry.	Bacteria, Pathogen	Functional analysis, AMR	(Meta)genomics	Health & Disease	a master regulator of central carbon metabolism directly activates virulence gene expression in attaching and effacing pathogens	yes	
5372	2016	NextflowWorkbench: Reproducible and Reusable Workflows for Beginners and Experts						nextflowworkbench: reproducible and reusable workflows for beginners and experts	no	
2206	2017	Two genomes of highly polyphagous lepidopteran pests (Spodoptera frugiperda, Noctuidae) with different host-plant ranges						two genomes of highly polyphagous lepidopteran pests (spodoptera frugiperda, noctuidae) with different host-plant ranges	no	
6079	2024	TET1 functions as a tumor suppressor in lung adenocarcinoma through epigenetic remodeling and immune modulation						tet1 functions as a tumor suppressor in lung adenocarcinoma through epigenetic remodeling and immune modulation	no	
9718	2016	Scientific Workflows with the jABC Framework A Review after a Decade in the Field						scientific workflows with the jabc framework a review after a decade in the field	no	
6422	2023	In Silico Identification and Characterization of Satellite DNAs in 23 Drosophila Species from the Montium Group						in silico identification and characterization of satellite dnas in 23 drosophila species from the montium group	no	
5529	2013	Computational detection of abundant long-range nucleotide covariation in Drosophila genomes						computational detection of abundant long-range nucleotide covariation in drosophila genomes	no	
864	2015	Detecting and sequencing Mycobacterium tuberculosis aDNA from archaeological remains		Bacteria, Archaea				detecting and sequencing mycobacterium tuberculosis adna from archaeological remains	yes	
684	2018	Streamlined ex vivo and in vivo genome editing in mouse embryos using recombinant adeno-associated viruses	Recent advances using CRISPR-Cas9 approaches have dramatically enhanced the ease for genetic manipulation in rodents. Notwithstanding, the methods to deliver nucleic acids into pre-implantation embryos have hardly changed since the original description of mouse transgenesis more than 30 years ago. Here we report a novel strategy to generate genetically modified mice by transduction of CRISPR-Cas9 components into pre-implantation mouse embryos via recombinant adeno-associated viruses (rAAVs). Using this approach, we efficiently generated a variety of targeted mutations in explanted embryos, including indel events produced by non-homologous end joining and tailored mutations using homology-directed repair. We also achieved gene modification in vivo by direct delivery of rAAV particles into the oviduct of pregnant females. Our approach greatly simplifies the generation of genetically modified mice and, more importantly, opens the door for streamlined gene editing in other mammalian species. CRISPR-Cas9 has been widely adopted for genetically manipulating rodents for scientific research. Here the authors transduce mouse embryos with CRISPR-Cas9 components using rAAVs in explant culture or in vivo to produce gene-edited animals.	Virus		(Meta)genomics	Ecosystem Dynamics & Biodiversity	streamlined ex vivo and in vivo genome editing in mouse embryos using recombinant adeno-associated viruses	yes	
8971	2017	VESPA: Very large-scale Evolutionary and Selective Pressure Analyses						vespa: very large-scale evolutionary and selective pressure analyses	no	
207	2024	Gene expression reprogramming of Pseudomonas alloputida in response to arginine through the transcriptional regulator ArgR	Abstract Different bacteria change their life styles in response to specific amino acids. In Pseudomonas putida (now alloputida) KT2440, arginine acts both as an environmental and a metabolic indicator that modulates the turnover of the intracellular second messenger c-di-GMP, and expression of biofilm-related genes. The transcriptional regulator ArgR, belonging to the AraC/XylS family, is key for the physiological reprogramming in response to arginine, as it controls transport and metabolism of the amino acid. To further expand our knowledge on the roles of ArgR, a global transcriptomic analysis of KT2440 and a null argR mutant growing in the presence of arginine was carried out. Results indicate that this transcriptional regulator influences a variety of cellular functions beyond arginine metabolism and transport, thus widening its regulatory role. ArgR acts as positive or negative modulator of the expression of several metabolic routes and transport systems, respiratory chain and stress response elements, as well as biofilm-related functions. The partial overlap between the ArgR regulon and those corresponding to the global regulators RoxR and ANR is also discussed.	Bacteria	Functional analysis	(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity	gene expression reprogramming of pseudomonas alloputida in response to arginine through the transcriptional regulator argr	yes	
5483	2014	Underreplicated Regions in Drosophila melanogaster Are Enriched with Fast-Evolving Genes and Highly Conserved Noncoding Sequences						underreplicated regions in drosophila melanogaster are enriched with fast-evolving genes and highly conserved noncoding sequences	no	
2514	2016	Fine Mapping of a Dravet Syndrome Modifier Locus on Mouse Chromosome 5 and Candidate Gene Analysis by RNA-Seq						fine mapping of a dravet syndrome modifier locus on mouse chromosome 5 and candidate gene analysis by rna-seq	no	
1364	2023	Assessment of Antifungal/Anti-Oomycete Activity of Frass Derived from Black Soldier Fly Larvae to Control Plant Pathogens in Horticulture: Involvement of Bacillus velezensis	Frass, the residual material resulting from the bioconversion of organic matter by black soldier fly larvae (BSFL), has gained attention as a sustainable alternative to conventional fertilizers due to its high nutrient content. Additionally, frass has been found to possess antifungal properties, which can help control plant pathogens affecting horticultural crops. In this study, frass from BSFL reared on the Gainesville diet, a universally employed reference/control diet, was investigated in vitro for its effect on the growth of seven important fungal/oomycete pathogens. Dual culture overlay assays clearly showed that fresh Gainesville diet extract, as well as BSFL frass extract derived from this diet, contained microorganisms producing compound(s) that strongly inhibit(s) the mycelial growth of fungal/oomycete plant pathogens. Fungi and bacteria were then isolated from the fresh Gainesville diet and BSFL frass using the serial dilution technique. Among the different fungi/bacteria isolated, the isolate GV1-11 in Gainesville diet and FGV15-6 in frass demonstrated strong antifungal/anti-oomycete activity. Both isolates were genetically identified by whole-genome sequencing as Bacillus velezensis, a bacterium used as a biocontrol agent, strongly suggesting that B. velezensis, which is present in the Gainesville diet, can survive the process of BSFL rearing and is one of the key factors contributing to the observed antifungal and anti-oomycete activity in the resulting frass. This work underlines the importance of the inherent microbial characteristics of feedstocks on the antifungal/anti-oomycete activity of frass and points out the possibility of exploiting frass to control plant pathogens affecting horticultural crops.	Bacteria, Pathogen	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease	assessment of antifungal/anti-oomycete activity of frass derived from black soldier fly larvae to control plant pathogens in horticulture: involvement of bacillus velezensis	yes	
9345	2025	Comparative genomics and evolutionary insights in divergence and expression of CYP450 super gene family in citrus (C. sinensis, C. grandis&P. trifoliata)						comparative genomics and evolutionary insights in divergence and expression of cyp450 super gene family in citrus (c. sinensis, c. grandis&p. trifoliata)	no	
1577	2022	Implementation of GA-VirReport, a Web-Based Bioinformatics Toolkit for Post-Entry Quarantine Screening of Virus and Viroids in Plants	High-throughput sequencing (HTS) of host plant small RNA (sRNA) is a popular approach for plant virus and viroid detection. The major bottlenecks for implementing this approach in routine virus screening of plants in quarantine include lack of computational resources and/or expertise in command-line environments and limited availability of curated plant virus and viroid databases. We developed: (1) virus and viroid report web-based bioinformatics workflows on Galaxy Australia called GA-VirReport and GA-VirReport-Stats for detecting viruses and viroids from host plant sRNA extracts and (2) a curated higher plant virus and viroid database (PVirDB). We implemented sRNA sequencing with unique dual indexing on a set of plants with known viruses. Sequencing data were analyzed using GA-VirReport and PVirDB to validate these resources. We detected all known viruses in this pilot study with no cross-sample contamination. We then conducted a large-scale diagnosis of 105 imported plants processed at the post-entry quarantine facility (PEQ), Australia. We detected various pathogens in 14 imported plants and discovered that de novo assembly using 21–22 nt sRNA fraction and the megablast algorithm yielded better sensitivity and specificity. This study reports the successful, large-scale implementation of HTS and a user-friendly bioinformatics workflow for virus and viroid screening of imported plants at the PEQ.	Virus, Pathogen	MAGs		Ecosystem Dynamics & Biodiversity, Health & Disease	implementation of ga-virreport, a web-based bioinformatics toolkit for post-entry quarantine screening of virus and viroids in plants	yes	
480	2024	Sexual Dimorphism in Age-Dependent Neurodegeneration After Mild Head Trauma in Drosophila: Unveiling the Adverse Impact of Female Reproductive Signaling						sexual dimorphism in age-dependent neurodegeneration after mild head trauma in drosophila: unveiling the adverse impact of female reproductive signaling	no	
2538	2021	Events linked to Geosmin and 2-methylisoborneol (2-MIB) in a Water Supply in the State of Rio de Janeiro, Brazil: a case study	Tastes and odors in tap water are problems faced by water companies worldwide, with consumers complaints mainly during summer, when cyanobacterial blooms occur and produce compounds such as geosmin and 2-methylisoborneol (2-MIB). We analyzed the data on taste and odor intensity and total concentration of geosmin and 2-MIB compounds in drinking water and raw water collected by the sanitation company supplying of the metropolitan region of Rio de Janeiro (Brazil) during the 2020 and 2021 water crises. Statistical and metagenomic analyses of the raw water samples of the year 2020, were performed. Organoleptic data allowed to signal the presence of these taste and odor (T&O) compounds in the drinking water, and the mean values of taste intensity were above the maximum allowed value of the Brazilian legislation, on average 37.5 times in 2020 and 5 times in 2021, indicating that the measures did not eliminate the problem. There was a linear correlation of 0.97 between the standard organoleptic taste and the total concentration of T&O in 2020. Metagenomic data, from raw water in the year 2020, for the mtf, mic and glys genes indicated 2-MIB as responsible for T&O. Modifications in the surveillance system of catchment and drinking water quality need to be adopted to circumvent the problems of cyanobacterial blooms in the Guandu basin, as conditions favorable to blooms will occur as long as the sanitation problems in this watershed are not solved.	Bacteria		(Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity	events linked to geosmin and 2-methylisoborneol (2-mib) in a water supply in the state of rio de janeiro, brazil: a case study	yes	
1663	2020	BRIDGE: An Open Platform for Reproducible High-Throughput Free Energy Simulations						bridge: an open platform for reproducible high-throughput free energy simulations	no	
9864	2025	The olfactory receptor OR51E2 regulates prostate cancer aggressiveness and modulates STAT3 in prostate cancer cells and in xenograft tumors						the olfactory receptor or51e2 regulates prostate cancer aggressiveness and modulates stat3 in prostate cancer cells and in xenograft tumors	no	
5935	2012	1 – Insect Genomics						1 – insect genomics	no	
624	2023	Functional filter for whole-genome sequencing data identifies HHT and stress-associated non-coding SMAD4 polyadenylation site variants >5 kb from coding DNA						functional filter for whole-genome sequencing data identifies hht and stress-associated non-coding smad4 polyadenylation site variants >5 kb from coding dna	no	
4708	2014	What Is the Transcriptome and How it is Evaluated						what is the transcriptome and how it is evaluated	no	
2400	2017	A Data Management Model For Large-Scale Bioinformatics Analysis						a data management model for large-scale bioinformatics analysis	no	
1841	2021	Complete Genome Sequence of a SARS-CoV-2 Strain Sampled in Morocco in May 2020, Obtained Using Sanger Sequencing	The complete genome sequence of a severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) strain was obtained. The strain was isolated from a nasopharyngeal swab specimen from a female patient in Rabat, Morocco, with coronavirus disease 2019 (COVID-19). This strain belongs to clade 20A and has 12 mutations and 8 amino acid substitutions compared to the reference strain Wuhan/Hu-1/2019. ABSTRACT The complete genome sequence of a severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) strain was obtained. The strain was isolated from a nasopharyngeal swab specimen from a female patient in Rabat, Morocco, with coronavirus disease 2019 (COVID-19). This strain belongs to clade 20A and has 12 mutations and 8 amino acid substitutions compared to the reference strain Wuhan/Hu-1/2019.	Virus	Isolate	(Meta)genomics	Health & Disease	complete genome sequence of a sars-cov-2 strain sampled in morocco in may 2020, obtained using sanger sequencing	yes	
1895	2019	EWAS-Galaxy: a tools suite for population epigenetics integrated into Galaxy						ewas-galaxy: a tools suite for population epigenetics integrated into galaxy	no	
5974	2007	Browser 28-Way vertebrate alignment and conservation track in the UCSC data						browser 28-way vertebrate alignment and conservation track in the ucsc data	no	
1875	2021	Use of metabarcoding and source tracking to identify desirable or spoilage autochthonous microorganism sources during black olive fermentations.				Metabarcoding	Ecosystem Dynamics & Biodiversity	use of metabarcoding and source tracking to identify desirable or spoilage autochthonous microorganism sources during black olive fermentations.	yes	
